hssID,eventTime,instruments,submissionTime,versionId,link,linkedEvents
2021-12-27T14:40:00-HSS-001,2021-12-27T14:40Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2021-12-29T17:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18683/-1,[{'activityID': '2021-12-27T08:38:00-IPS-001'}]
2021-12-30T00:32:00-HSS-001,2021-12-30T00:32Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2021-12-30T15:13Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18692/-1,[{'activityID': '2021-12-29T19:31:00-IPS-001'}]
2022-01-01T01:43:00-HSS-001,2022-01-01T01:43Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-01-01T13:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18708/-1,[{'activityID': '2022-01-05T16:55:00-RBE-001'}]
2022-01-07T05:47:00-HSS-001,2022-01-07T05:47Z,[{'displayName': 'STEREO A: PLASTIC'}],2022-01-07T14:37Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18750/-1,[{'activityID': '2022-01-07T02:24:00-IPS-001'}]
2022-01-08T16:58:00-HSS-001,2022-01-08T16:58Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-01-09T20:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18773/-1,[{'activityID': '2022-01-08T16:58:00-IPS-001'}]
2022-01-14T21:39:00-HSS-001,2022-01-14T21:39Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-01-17T19:51Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18843/-1,"[{'activityID': '2022-01-14T06:50:00-IPS-001'}, {'activityID': '2022-01-14T21:00:00-GST-001'}, {'activityID': '2022-01-16T14:00:00-RBE-001'}]"
2022-01-22T14:03:00-HSS-001,2022-01-22T14:03Z,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]",2022-01-22T17:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18944/-1,[{'activityID': '2022-01-22T14:03:00-IPS-001'}]
2022-01-25T03:52:00-HSS-001,2022-01-25T03:52Z,[{'displayName': 'DSCOVR: PLASMAG'}],2022-01-26T18:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18979/-1,[{'activityID': '2022-01-24T17:09:00-IPS-001'}]
2022-01-28T23:41:00-HSS-001,2022-01-28T23:41Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-01-29T13:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/18999/-1,[{'activityID': '2022-01-31T10:45:00-RBE-001'}]
2022-02-02T12:30:00-HSS-001,2022-02-02T12:30Z,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]",2022-02-02T16:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19044/-1,[{'activityID': '2022-02-02T11:09:00-IPS-001'}]
2022-02-05T05:00:00-HSS-001,2022-02-05T05:00Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-02-06T13:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19091/-1,[{'activityID': '2022-02-05T12:05:00-RBE-001'}]
2022-02-11T17:31:00-HSS-001,2022-02-11T17:31Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-02-15T13:20Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19143/-1,[{'activityID': '2022-02-13T10:30:00-RBE-001'}]
2022-02-17T12:07:00-HSS-001,2022-02-17T12:07Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-02-17T18:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19211/-1,[{'activityID': '2022-02-17T12:01:00-IPS-001'}]
2022-02-27T06:28:00-HSS-001,2022-02-27T06:28Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-02-27T14:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19291/-1,[{'activityID': '2022-02-27T03:30:00-IPS-001'}]
2022-02-19T08:40:00-HSS-001,2022-02-19T08:40Z,[{'displayName': 'DSCOVR: PLASMAG'}],2022-03-02T13:53Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19250/-1,"[{'activityID': '2022-02-19T02:17:00-IPS-001'}, {'activityID': '2022-02-26T16:20:00-RBE-001'}]"
2022-03-03T14:00:00-HSS-001,2022-03-03T14:00Z,"[{'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-03-04T20:56Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19336/-1,"[{'activityID': '2022-03-05T05:44:00-IPS-001'}, {'activityID': '2022-03-06T12:50:00-RBE-001'}]"
2022-03-05T05:44:00-HSS-001,2022-03-05T05:44Z,[{'displayName': 'DSCOVR: PLASMAG'}],2022-03-05T14:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19341/-1,"[{'activityID': '2022-03-05T05:44:00-IPS-001'}, {'activityID': '2022-03-06T12:50:00-RBE-001'}]"
2022-03-19T22:00:00-HSS-001,2022-03-19T22:00Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-03-21T17:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19509/-1,[{'activityID': '2022-03-19T22:00:00-IPS-001'}]
2022-03-24T01:34:00-HSS-001,2022-03-24T01:34Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-03-24T17:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19523/-1,[{'activityID': '2022-03-24T00:23:00-IPS-001'}]
2022-03-23T13:55:00-HSS-001,2022-03-23T13:55Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-03-24T19:27Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19522/-1,
2022-03-27T00:22:00-HSS-001,2022-03-27T00:22Z,[{'displayName': 'DSCOVR: PLASMAG'}],2022-03-27T13:04Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19539/-1,[{'activityID': '2022-03-27T00:22:00-IPS-001'}]
2022-04-02T00:33:00-HSS-001,2022-04-02T00:33Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-04-04T20:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19661/-1,"[{'activityID': '2022-04-02T00:33:00-IPS-001'}, {'activityID': '2022-04-02T20:05:00-RBE-001'}]"
2022-04-09T20:44:00-HSS-001,2022-04-09T20:44Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-04-12T13:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19720/-1,"[{'activityID': '2022-04-09T12:46:00-IPS-001'}, {'activityID': '2022-04-10T03:00:00-GST-001'}, {'activityID': '2022-04-12T13:10:00-RBE-001'}]"
2022-04-12T14:45:00-HSS-001,2022-04-12T14:45Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-04-13T17:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19758/-1,[{'activityID': '2022-04-12T06:00:00-IPS-001'}]
2022-04-15T06:11:00-HSS-001,2022-04-15T06:11Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-04-15T13:29Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19780/-1,"[{'activityID': '2022-04-15T03:15:00-IPS-001'}, {'activityID': '2022-04-16T15:55:00-RBE-001'}]"
2022-04-21T05:54:00-HSS-001,2022-04-21T05:54Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-04-25T16:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19923/-1,
2022-04-26T06:00:00-HSS-001,2022-04-26T06:00Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-04-26T20:05Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19947/-1,[{'activityID': '2022-04-26T05:00:00-IPS-001'}]
2022-04-27T11:36:00-HSS-001,2022-04-27T11:36Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-04-29T16:19Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/19990/-1,"[{'activityID': '2022-04-27T02:50:00-IPS-001'}, {'activityID': '2022-04-29T11:50:00-RBE-001'}]"
2022-05-17T05:34:00-HSS-001,2022-05-17T05:34Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-05-17T17:18Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20233/-1,
2022-05-14T19:15:00-HSS-001,2022-05-14T19:15Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-05-18T12:53Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20242/-1,
2022-05-20T02:27:00-HSS-001,2022-05-20T02:27Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-05-23T11:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20300/-1,"[{'activityID': '2022-05-19T13:17:00-IPS-001'}, {'activityID': '2022-05-23T13:25:00-RBE-001'}]"
2022-05-24T07:24:00-HSS-001,2022-05-24T07:24Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-05-24T16:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20319/-1,[{'activityID': '2022-05-24T07:28:00-IPS-001'}]
2022-05-25T14:00:00-HSS-001,2022-05-25T14:00Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-05-25T21:29Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20343/-1,[{'activityID': '2022-05-25T02:00:00-IPS-001'}]
2022-05-27T09:00:00-HSS-001,2022-05-27T09:00Z,[{'displayName': 'STEREO A: IMPACT'}],2022-05-27T19:15Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20356/-1,
2022-05-27T11:56:00-HSS-001,2022-05-27T11:56Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-05-30T17:13Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20355/-1,"[{'activityID': '2022-05-27T09:58:00-IPS-001'}, {'activityID': '2022-05-30T01:35:00-RBE-001'}]"
2022-06-12T08:04:00-HSS-001,2022-06-12T08:04Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-06-14T13:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20489/-1,[{'activityID': '2022-06-12T03:37:00-IPS-001'}]
2022-06-18T11:45:00-HSS-001,2022-06-18T11:45Z,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]",2022-06-18T19:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20548/-1,[{'activityID': '2022-06-18T11:24:00-IPS-001'}]
2022-06-20T09:40:00-HSS-001,2022-06-20T09:40Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-06-20T13:42Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20561/-1,"[{'activityID': '2022-06-20T07:15:00-IPS-001'}, {'activityID': '2022-06-20T14:43:00-MPC-001'}]"
2022-06-25T18:30:00-HSS-001,2022-06-25T18:30Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-06-29T17:15Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20617/-1,"[{'activityID': '2022-06-25T08:30:00-IPS-001'}, {'activityID': '2022-06-26T15:40:00-RBE-001'}]"
2022-07-12T05:32:00-HSS-001,2022-07-12T05:32Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-07-16T11:41Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20811/-1,[{'activityID': '2022-07-16T07:20:00-RBE-001'}]
2022-07-21T16:51:00-HSS-001,2022-07-21T16:51Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-07-22T12:39Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/20926/-1,[{'activityID': '2022-07-21T03:54:00-IPS-001'}]
2022-07-31T20:05:00-HSS-001,2022-07-31T20:05Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-08-01T19:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21061/-1,[{'activityID': '2022-07-31T08:20:00-IPS-001'}]
2022-08-04T15:19:00-HSS-001,2022-08-04T15:19Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-08-05T15:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21101/-1,[{'activityID': '2022-08-04T10:39:00-IPS-001'}]
2022-07-28T14:13:00-HSS-001,2022-07-28T14:13Z,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]",2022-08-05T15:28Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21026/-1,[{'activityID': '2022-07-28T07:17:00-IPS-001'}]
2022-08-07T00:45:00-HSS-001,2022-08-07T00:45Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-08-17T17:04Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21126/-1,"[{'activityID': '2022-08-07T00:45:00-IPS-001'}, {'activityID': '2022-08-07T21:00:00-GST-001'}, {'activityID': '2022-08-08T15:00:00-RBE-001'}]"
2022-08-17T19:45:00-HSS-001,2022-08-17T19:45Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-08-24T12:35Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21273/-1,"[{'activityID': '2022-08-17T18:00:00-GST-001'}, {'activityID': '2022-08-19T12:40:00-RBE-001'}]"
2022-08-25T09:04:00-HSS-001,2022-08-25T09:04Z,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]",2022-08-27T14:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21387/-1,[{'activityID': '2022-08-25T08:04:00-IPS-001'}]
2022-08-27T19:27:00-HSS-001,2022-08-27T19:27Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-08-28T11:06Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21386/-1,[{'activityID': '2022-08-27T08:38:00-IPS-001'}]
2022-08-29T08:32:00-HSS-001,2022-08-29T08:32Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-08-29T16:05Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21434/-1,
2022-09-01T08:15:00-HSS-001,2022-09-01T08:15Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-09-02T15:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21508/-1,[{'activityID': '2022-09-01T06:35:00-IPS-001'}]
2022-09-03T08:20:00-HSS-001,2022-09-03T08:20Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-09-07T13:48Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21522/-1,"[{'activityID': '2022-09-03T05:22:00-IPS-001'}, {'activityID': '2022-09-04T03:00:00-GST-001'}, {'activityID': '2022-09-04T13:55:00-RBE-001'}]"
2022-09-13T18:10:00-HSS-001,2022-09-13T18:10Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-09-14T16:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21622/-1,[{'activityID': '2022-09-13T16:58:00-IPS-001'}]
2022-09-18T04:58:00-HSS-001,2022-09-18T04:58Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-09-19T20:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21677/-1,
2022-09-21T20:04:00-HSS-001,2022-09-21T20:04Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-09-22T18:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21706/-1,[{'activityID': '2022-09-21T18:28:00-IPS-001'}]
2022-09-24T20:00:00-HSS-001,2022-09-24T20:00Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-09-25T16:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21749/-1,
2022-09-27T01:13:00-HSS-001,2022-09-27T01:13Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-09-27T10:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21759/-1,"[{'activityID': '2022-09-26T21:07:00-IPS-001'}, {'activityID': '2022-09-27T00:00:00-GST-001'}]"
2022-09-29T15:36:00-HSS-001,2022-09-29T15:36Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-09-29T18:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21794/-1,[{'activityID': '2022-09-29T13:37:00-IPS-001'}]
2022-10-03T20:29:00-HSS-001,2022-10-03T20:29Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-10-04T12:31Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21890/-1,"[{'activityID': '2022-10-03T09:39:00-IPS-001'}, {'activityID': '2022-10-05T14:40:00-RBE-001'}]"
2022-09-23T00:36:00-HSS-001,2022-09-23T00:36Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: MAG'}]",2022-10-10T18:56Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/21726/-1,
2022-10-14T13:25:00-HSS-001,2022-10-14T13:25Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-10-20T15:08Z,6,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22027/-1,"[{'activityID': '2022-10-14T08:12:00-IPS-001'}, {'activityID': '2022-10-20T13:50:00-RBE-001'}]"
2022-10-21T00:47:00-HSS-001,2022-10-21T00:47Z,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]",2022-10-21T11:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22072/-1,[{'activityID': '2022-10-20T23:22:00-IPS-001'}]
2022-10-22T20:16:00-HSS-001,2022-10-22T20:16Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-10-26T15:26Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22086/-1,[{'activityID': '2022-10-22T07:30:00-IPS-001'}]
2022-10-26T00:45:00-HSS-001,2022-10-26T00:45Z,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]",2022-10-26T15:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22112/-1,[{'activityID': '2022-10-25T23:53:00-IPS-001'}]
2022-10-28T15:20:00-HSS-001,2022-10-28T15:20Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-11-02T16:09Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22146/-1,"[{'activityID': '2022-10-28T13:58:00-IPS-001'}, {'activityID': '2022-10-29T17:10:00-RBE-001'}, {'activityID': '2022-11-03T12:35:00-RBE-001'}]"
2022-11-02T14:45:00-HSS-001,2022-11-02T14:45Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-11-03T11:33Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22181/-1,"[{'activityID': '2022-11-02T11:45:00-IPS-001'}, {'activityID': '2022-11-03T12:35:00-RBE-001'}]"
2022-11-11T09:49:00-HSS-001,2022-11-11T09:49Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-11-12T17:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22265/-1,[{'activityID': '2022-11-11T03:00:00-IPS-001'}]
2022-11-20T18:33:00-HSS-001,2022-11-20T18:33Z,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]",2022-11-22T11:23Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/HSS/22403/-1,[{'activityID': '2022-11-20T13:48:00-IPS-001'}]
